reporting_period,reporting_date,customer_id,total_revenue
Day,2022-06-20,378,2.99
Day,2022-06-20,388,2.99
Day,2022-06-20,401,2.99
Day,2022-06-20,410,2.99
Day,2022-06-20,439,2.99
Day,2022-06-20,456,2.99
Day,2022-06-20,485,2.99
Day,2022-06-20,10,2.99
Day,2022-06-20,78,2.99
Day,2022-06-20,134,2.99
Day,2022-06-20,141,2.99
Day,2022-06-20,222,2.99
Day,2022-06-20,245,2.99
Day,2022-06-20,265,2.99
Day,2022-06-20,303,2.99
Day,2022-06-20,434,2.99
Day,2022-06-20,497,2.99
Day,2022-06-20,570,2.99
Day,2022-03-29,2,2.99
Day,2022-03-29,180,2.99
Day,2022-03-29,215,2.99
Day,2022-03-29,231,2.99
Day,2022-03-29,292,2.99
Day,2022-03-29,295,2.99
Day,2022-03-29,403,2.99
Day,2022-03-29,442,2.99
Day,2022-03-29,469,2.99
Day,2022-03-29,474,2.99
Day,2022-03-29,554,2.99
Day,2022-03-29,589,2.99
Day,2022-03-29,176,2.99
Day,2022-03-29,417,2.99
Day,2022-03-29,455,2.99
Day,2022-03-29,484,2.99
Day,2022-03-29,490,2.99
Day,2022-03-29,579,2.99
Day,2022-03-30,4,2.99
Day,2022-03-30,41,2.99
Day,2022-03-30,88,2.99
Day,2022-03-30,148,2.99
Day,2022-03-30,150,2.99
Day,2022-03-30,205,2.99
Day,2022-03-30,381,2.99
Day,2022-03-30,416,2.99
Day,2022-03-30,42,2.99
Day,2022-03-30,43,2.99
Day,2022-03-30,76,2.99
Day,2022-03-30,156,2.99
Day,2022-03-30,191,2.99
Day,2022-03-30,341,2.99
Day,2022-03-30,589,2.99
Day,2022-06-15,70,2.99
Day,2022-06-15,123,2.99
Day,2022-06-15,155,2.99
Day,2022-06-15,275,2.99
Day,2022-06-15,288,2.99
Day,2022-06-15,573,2.99
Day,2022-06-15,581,2.99
Day,2022-06-15,588,2.99
Day,2022-06-15,237,2.99
Day,2022-06-15,273,2.99
Day,2022-06-15,306,2.99
Day,2022-06-15,321,2.99
Day,2022-06-15,477,2.99
Day,2022-06-15,478,2.99
Day,2022-06-15,545,2.99
Day,2022-06-15,551,2.99
Day,2022-07-15,48,2.99
Day,2022-07-15,59,2.99
Day,2022-07-15,67,2.99
Day,2022-07-15,186,2.99
Day,2022-07-15,227,2.99
Day,2022-07-15,228,2.99
Day,2022-07-15,279,2.99
Day,2022-07-15,505,2.99
Day,2022-07-15,576,2.99
Day,2022-07-15,120,2.99
Day,2022-07-15,187,2.99
Day,2022-07-15,195,2.99
Day,2022-07-15,213,2.99
Day,2022-07-15,294,2.99
Day,2022-07-15,353,2.99
Day,2022-07-15,595,2.99
Day,2022-03-19,105,2.99
Day,2022-03-19,113,2.99
Day,2022-03-19,131,2.99
Day,2022-03-19,165,2.99
Day,2022-03-19,170,2.99
Day,2022-03-19,254,2.99
Day,2022-03-19,331,2.99
Day,2022-03-19,333,2.99
Day,2022-03-19,377,2.99
Day,2022-03-19,455,2.99
Day,2022-03-19,512,2.99
Day,2022-03-19,524,2.99
Day,2022-03-19,562,2.99
Day,2022-03-19,564,2.99
Day,2022-03-19,141,2.99
Day,2022-03-19,323,2.99
Day,2022-03-19,511,2.99
Day,2022-03-01,34,2.99
Day,2022-03-01,340,2.99
Day,2022-03-01,366,2.99
Day,2022-03-01,455,2.99
Day,2022-03-01,564,2.99
Day,2022-03-01,89,2.99
Day,2022-03-01,147,2.99
Day,2022-03-01,208,2.99
Day,2022-03-01,288,2.99
Day,2022-03-01,346,2.99
Day,2022-03-01,357,2.99
Day,2022-03-01,378,2.99
Day,2022-03-01,383,2.99
Day,2022-03-01,416,2.99
Day,2022-03-01,430,2.99
Day,2022-03-01,472,2.99
Day,2022-03-01,514,2.99
Day,2022-03-01,570,2.99
Day,2022-03-01,595,2.99
Day,2022-03-15,46,2.99
Day,2022-03-15,48,2.99
Day,2022-03-15,99,2.99
Day,2022-03-15,152,2.99
Day,2022-03-15,288,2.99
Day,2022-03-15,307,2.99
Day,2022-03-15,410,2.99
Day,2022-03-15,445,2.99
Day,2022-03-15,532,2.99
Day,2022-03-15,546,2.99
Day,2022-03-15,584,2.99
Day,2022-03-15,40,2.99
Day,2022-03-15,84,2.99
Day,2022-03-15,268,2.99
Day,2022-03-15,302,2.99
Day,2022-03-15,312,2.99
Day,2022-03-15,381,2.99
Day,2022-03-15,389,2.99
Day,2022-03-15,452,2.99
Day,2022-05-25,84,2.99
Day,2022-05-25,135,2.99
Day,2022-05-25,214,2.99
Day,2022-05-25,215,2.99
Day,2022-05-25,264,2.99
Day,2022-05-25,266,2.99
Day,2022-05-25,317,2.99
Day,2022-05-25,452,2.99
Day,2022-05-25,463,2.99
Day,2022-05-25,498,2.99
Day,2022-05-25,536,2.99
Day,2022-05-25,548,2.99
Day,2022-05-25,25,2.99
Day,2022-05-25,124,2.99
Day,2022-05-25,246,2.99
Day,2022-05-25,277,2.99
Day,2022-05-25,336,2.99
Day,2022-05-25,577,2.99
Day,2022-05-20,14,2.99
Day,2022-05-20,375,2.99
Day,2022-05-20,407,2.99
Day,2022-05-20,46,2.99
Day,2022-05-20,54,2.99
Day,2022-05-20,228,2.99
Day,2022-05-20,269,2.99
Day,2022-05-20,283,2.99
Day,2022-05-20,306,2.99
Day,2022-05-20,482,2.99
Day,2022-05-20,586,2.99
Day,2022-05-15,13,2.99
Day,2022-05-15,34,2.99
Day,2022-05-15,101,2.99
Day,2022-05-15,114,2.99
Day,2022-05-15,224,2.99
Day,2022-05-15,376,2.99
Day,2022-05-15,410,2.99
Day,2022-05-15,411,2.99
Day,2022-05-15,457,2.99
Day,2022-05-15,537,2.99
Day,2022-05-15,567,2.99
Day,2022-05-15,68,2.99
Day,2022-05-15,125,2.99
Day,2022-05-15,159,2.99
Day,2022-05-15,173,2.99
Day,2022-05-15,268,2.99
Day,2022-05-15,294,2.99
Day,2022-05-15,460,2.99
Day,2022-05-15,491,2.99
Day,2022-03-05,89,2.99
Day,2022-03-05,213,2.99
Day,2022-03-05,279,2.99
Day,2022-03-05,309,2.99
Day,2022-03-05,349,2.99
Day,2022-03-05,435,2.99
Day,2022-03-05,463,2.99
Day,2022-03-05,535,2.99
Day,2022-03-05,1,2.99
Day,2022-03-05,10,2.99
Day,2022-03-05,75,2.99
Day,2022-03-05,87,2.99
Day,2022-03-05,113,2.99
Day,2022-03-05,220,2.99
Day,2022-03-05,340,2.99
Day,2022-03-05,437,2.99
Day,2022-03-05,498,2.99
Day,2022-03-05,510,2.99
Day,2022-06-04,7,2.99
Day,2022-06-04,77,2.99
Day,2022-06-04,180,2.99
Day,2022-06-04,256,2.99
Day,2022-06-04,351,2.99
Day,2022-06-04,507,2.99
Day,2022-06-04,38,2.99
Day,2022-06-04,104,2.99
Day,2022-06-04,202,2.99
Day,2022-06-04,389,2.99
Day,2022-06-04,399,2.99
Day,2022-06-04,488,2.99
Day,2022-03-03,10,2.99
Day,2022-03-03,66,2.99
Day,2022-03-03,161,2.99
Day,2022-03-03,326,2.99
Day,2022-03-03,358,2.99
Day,2022-03-03,374,2.99
Day,2022-03-03,392,2.99
Day,2022-03-03,407,2.99
Day,2022-03-03,415,2.99
Day,2022-03-03,439,2.99
Day,2022-03-03,496,2.99
Day,2022-03-03,503,2.99
Day,2022-03-03,506,2.99
Day,2022-03-03,592,2.99
Day,2022-03-03,49,2.99
Day,2022-03-03,51,2.99
Day,2022-03-03,67,2.99
Day,2022-03-03,99,2.99
Day,2022-03-03,130,2.99
Day,2022-03-03,144,2.99
Day,2022-03-03,231,2.99
Day,2022-03-03,459,2.99
Day,2022-03-03,482,2.99
Day,2022-03-03,524,2.99
Day,2022-03-03,580,2.99
Day,2022-07-23,54,2.99
Day,2022-07-23,87,2.99
Day,2022-07-23,381,2.99
Day,2022-07-23,407,2.99
Day,2022-07-23,418,2.99
Day,2022-07-23,433,2.99
Day,2022-07-23,557,2.99
Day,2022-07-23,42,2.99
Day,2022-07-23,287,2.99
Day,2022-07-23,325,2.99
Day,2022-07-23,346,2.99
Day,2022-06-19,17,2.99
Day,2022-06-19,53,2.99
Day,2022-06-19,89,2.99
Day,2022-06-19,96,2.99
Day,2022-06-19,137,2.99
Day,2022-06-19,177,2.99
Day,2022-06-19,187,2.99
Day,2022-06-19,246,2.99
Day,2022-06-19,278,2.99
Day,2022-06-19,351,2.99
Day,2022-06-19,360,2.99
Day,2022-06-19,473,2.99
Day,2022-06-19,523,2.99
Day,2022-06-19,530,2.99
Day,2022-06-19,55,2.99
Day,2022-06-19,109,2.99
Day,2022-06-19,126,2.99
Day,2022-06-19,176,2.99
Day,2022-06-19,221,2.99
Day,2022-06-19,313,2.99
Day,2022-06-19,471,2.99
Day,2022-06-19,539,2.99
Day,2022-06-19,545,2.99
Day,2022-06-19,560,2.99
Day,2022-05-16,71,2.99
Day,2022-05-16,113,2.99
Day,2022-05-16,139,2.99
Day,2022-05-16,212,2.99
Day,2022-05-16,292,2.99
Day,2022-05-16,337,2.99
Day,2022-05-16,452,2.99
Day,2022-05-16,95,2.99
Day,2022-05-16,191,2.99
Day,2022-05-16,329,2.99
Day,2022-05-16,330,2.99
Day,2022-05-16,382,2.99
Day,2022-05-16,561,2.99
Day,2022-05-16,586,2.99
Day,2022-03-08,55,2.99
Day,2022-03-08,196,2.99
Day,2022-03-08,197,2.99
Day,2022-03-08,219,2.99
Day,2022-03-08,241,2.99
Day,2022-03-08,309,2.99
Day,2022-03-08,366,2.99
Day,2022-03-08,414,2.99
Day,2022-03-08,505,2.99
Day,2022-03-08,568,2.99
Day,2022-03-08,11,2.99
Day,2022-03-08,101,2.99
Day,2022-03-08,118,2.99
Day,2022-03-08,128,2.99
Day,2022-03-08,131,2.99
Day,2022-03-08,184,2.99
Day,2022-03-08,432,2.99
Day,2022-03-08,545,2.99
Day,2022-06-10,64,2.99
Day,2022-06-10,334,2.99
Day,2022-06-10,385,2.99
Day,2022-06-10,414,2.99
Day,2022-06-10,434,2.99
Day,2022-06-10,554,2.99
Day,2022-06-10,31,2.99
Day,2022-06-10,203,2.99
Day,2022-06-10,239,2.99
Day,2022-06-10,365,2.99
Day,2022-06-10,379,2.99
Day,2022-06-10,400,2.99
Day,2022-06-10,531,2.99
Day,2022-07-14,19,2.99
Day,2022-07-14,70,2.99
Day,2022-07-14,131,2.99
Day,2022-07-14,302,2.99
Day,2022-07-14,385,2.99
Day,2022-07-14,449,2.99
Day,2022-07-14,4,2.99
Day,2022-07-14,145,2.99
Day,2022-07-14,222,2.99
Day,2022-07-14,244,2.99
Day,2022-07-14,347,2.99
Day,2022-07-14,427,2.99
Day,2022-07-14,438,2.99
Day,2022-07-14,491,2.99
Day,2022-07-14,549,2.99
Day,2022-02-04,22,2.99
Day,2022-02-04,46,2.99
Day,2022-02-04,49,2.99
Day,2022-02-04,180,2.99
Day,2022-02-04,193,2.99
Day,2022-02-04,279,2.99
Day,2022-02-04,380,2.99
Day,2022-02-04,503,2.99
Day,2022-02-04,519,2.99
Day,2022-02-04,595,2.99
Day,2022-02-04,28,2.99
Day,2022-02-04,41,2.99
Day,2022-02-04,77,2.99
Day,2022-02-04,181,2.99
Day,2022-02-04,216,2.99
Day,2022-02-04,363,2.99
Day,2022-02-04,381,2.99
Day,2022-02-04,417,2.99
Day,2022-02-04,421,2.99
Day,2022-02-04,550,2.99
Day,2022-06-05,189,2.99
Day,2022-06-05,277,2.99
Day,2022-06-05,296,2.99
Day,2022-06-05,361,2.99
Day,2022-06-05,383,2.99
Day,2022-06-05,440,2.99
Day,2022-06-05,55,2.99
Day,2022-06-05,144,2.99
Day,2022-06-05,197,2.99
Day,2022-06-05,225,2.99
Day,2022-06-05,310,2.99
Day,2022-06-05,568,2.99
Day,2022-06-01,391,2.99
Day,2022-06-01,29,2.99
Day,2022-06-01,114,2.99
Day,2022-06-01,343,2.99
Day,2022-06-01,362,2.99
Day,2022-06-01,376,2.99
Day,2022-06-01,522,2.99
Day,2022-06-01,540,2.99
Day,2022-02-21,13,2.99
Day,2022-02-21,256,2.99
Day,2022-02-21,299,2.99
Day,2022-02-21,309,2.99
Day,2022-02-21,386,2.99
Day,2022-02-21,437,2.99
Day,2022-02-21,536,2.99
Day,2022-02-21,565,2.99
Day,2022-02-21,30,2.99
Day,2022-02-21,215,2.99
Day,2022-02-21,225,2.99
Day,2022-02-21,228,2.99
Day,2022-02-21,366,2.99
Day,2022-02-21,406,2.99
Day,2022-02-21,408,2.99
Day,2022-02-21,421,2.99
Day,2022-02-21,515,2.99
Day,2022-02-21,575,2.99
Day,2022-04-23,140,2.99
Day,2022-04-23,211,2.99
Day,2022-04-23,265,2.99
Day,2022-04-23,275,2.99
Day,2022-04-23,286,2.99
Day,2022-04-23,290,2.99
Day,2022-04-23,303,2.99
Day,2022-04-23,327,2.99
Day,2022-04-23,348,2.99
Day,2022-04-23,376,2.99
Day,2022-04-23,41,2.99
Day,2022-04-23,75,2.99
Day,2022-04-23,188,2.99
Day,2022-04-23,233,2.99
Day,2022-04-23,272,2.99
Day,2022-04-23,283,2.99
Day,2022-04-23,288,2.99
Day,2022-04-23,302,2.99
Day,2022-04-23,325,2.99
Day,2022-04-23,458,2.99
Day,2022-04-03,144,2.99
Day,2022-04-03,201,2.99
Day,2022-04-03,342,2.99
Day,2022-04-03,456,2.99
Day,2022-04-03,502,2.99
Day,2022-04-03,516,2.99
Day,2022-04-03,534,2.99
Day,2022-04-03,583,2.99
Day,2022-04-03,29,2.99
Day,2022-04-03,35,2.99
Day,2022-04-03,83,2.99
Day,2022-04-03,119,2.99
Day,2022-04-03,142,2.99
Day,2022-04-03,305,2.99
Day,2022-04-03,336,2.99
Day,2022-04-03,381,2.99
Day,2022-04-03,504,2.99
Day,2022-05-23,136,2.99
Day,2022-05-23,190,2.99
Day,2022-05-23,499,2.99
Day,2022-05-23,511,2.99
Day,2022-05-23,588,2.99
Day,2022-05-23,2,2.99
Day,2022-05-23,7,2.99
Day,2022-05-23,139,2.99
Day,2022-05-23,163,2.99
Day,2022-05-23,208,2.99
Day,2022-05-23,272,2.99
Day,2022-05-23,279,2.99
Day,2022-05-23,367,2.99
Day,2022-05-23,381,2.99
Day,2022-05-23,484,2.99
Day,2022-05-23,543,2.99
Day,2022-03-31,25,2.99
Day,2022-03-31,123,2.99
Day,2022-03-31,151,2.99
Day,2022-03-31,229,2.99
Day,2022-03-31,237,2.99
Day,2022-03-31,270,2.99
Day,2022-03-31,390,2.99
Day,2022-03-31,403,2.99
Day,2022-03-31,509,2.99
Day,2022-03-31,523,2.99
Day,2022-03-31,526,2.99
Day,2022-03-31,536,2.99
Day,2022-03-31,557,2.99
Day,2022-03-31,558,2.99
Day,2022-03-31,4,2.99
Day,2022-03-31,46,2.99
Day,2022-03-31,52,2.99
Day,2022-03-31,204,2.99
Day,2022-03-31,225,2.99
Day,2022-03-31,282,2.99
Day,2022-03-31,285,2.99
Day,2022-03-31,376,2.99
Day,2022-03-31,506,2.99
Day,2022-03-31,561,2.99
Day,2022-03-31,594,2.99
Day,2022-06-18,108,2.99
Day,2022-06-18,146,2.99
Day,2022-06-18,216,2.99
Day,2022-06-18,290,2.99
Day,2022-06-18,372,2.99
Day,2022-06-18,385,2.99
Day,2022-06-18,529,2.99
Day,2022-06-18,68,2.99
Day,2022-06-18,281,2.99
Day,2022-06-18,368,2.99
Day,2022-06-18,416,2.99
Day,2022-06-18,425,2.99
Day,2022-06-18,455,2.99
Day,2022-06-18,520,2.99
Day,2022-06-18,588,2.99
Day,2022-03-18,24,2.99
Day,2022-03-18,114,2.99
Day,2022-03-18,146,2.99
Day,2022-03-18,168,2.99
Day,2022-03-18,181,2.99
Day,2022-03-18,273,2.99
Day,2022-03-18,292,2.99
Day,2022-03-18,381,2.99
Day,2022-03-18,416,2.99
Day,2022-03-18,418,2.99
Day,2022-03-18,494,2.99
Day,2022-03-18,543,2.99
Day,2022-03-18,593,2.99
Day,2022-03-18,32,2.99
Day,2022-03-18,155,2.99
Day,2022-03-18,227,2.99
Day,2022-03-18,288,2.99
Day,2022-03-18,525,2.99
Day,2022-03-18,581,2.99
Day,2022-03-18,591,2.99
Day,2022-07-03,44,2.99
Day,2022-07-03,226,2.99
Day,2022-07-03,236,2.99
Day,2022-07-03,237,2.99
Day,2022-07-03,433,2.99
Day,2022-07-03,517,2.99
Day,2022-07-03,568,2.99
Day,2022-07-03,235,2.99
Day,2022-07-03,323,2.99
Day,2022-07-03,391,2.99
Day,2022-07-03,447,2.99
Day,2022-07-03,454,2.99
Day,2022-07-03,458,2.99
Day,2022-07-03,555,2.99
Day,2022-04-05,130,2.99
Day,2022-04-05,154,2.99
Day,2022-04-05,182,2.99
Day,2022-04-05,328,2.99
Day,2022-04-05,386,2.99
Day,2022-04-05,463,2.99
Day,2022-04-05,466,2.99
Day,2022-04-05,598,2.99
Day,2022-04-05,5,2.99
Day,2022-04-05,111,2.99
Day,2022-04-05,112,2.99
Day,2022-04-05,129,2.99
Day,2022-04-05,145,2.99
Day,2022-04-05,164,2.99
Day,2022-04-05,165,2.99
Day,2022-04-05,316,2.99
Day,2022-03-23,2,2.99
Day,2022-03-23,13,2.99
Day,2022-03-23,21,2.99
Day,2022-03-23,108,2.99
Day,2022-03-23,163,2.99
Day,2022-03-23,233,2.99
Day,2022-03-23,476,2.99
Day,2022-03-23,491,2.99
Day,2022-03-23,500,2.99
Day,2022-03-23,164,2.99
Day,2022-03-23,192,2.99
Day,2022-03-23,310,2.99
Day,2022-06-11,28,2.99
Day,2022-06-11,87,2.99
Day,2022-06-11,180,2.99
Day,2022-06-11,267,2.99
Day,2022-06-11,278,2.99
Day,2022-06-11,451,2.99
Day,2022-06-11,560,2.99
Day,2022-06-11,127,2.99
Day,2022-06-11,161,2.99
Day,2022-06-11,209,2.99
Day,2022-06-11,300,2.99
Day,2022-06-11,416,2.99
Day,2022-06-11,529,2.99
Day,2022-05-30,21,2.99
Day,2022-05-30,117,2.99
Day,2022-05-30,333,2.99
Day,2022-05-30,359,2.99
Day,2022-05-30,437,2.99
Day,2022-05-30,594,2.99
Day,2022-05-30,8,2.99
Day,2022-05-30,53,2.99
Day,2022-05-30,64,2.99
Day,2022-05-30,114,2.99
Day,2022-05-30,128,2.99
Day,2022-05-30,222,2.99
Day,2022-05-30,253,2.99
Day,2022-05-30,319,2.99
Day,2022-05-30,578,2.99
Day,2022-05-30,590,2.99
Day,2022-03-17,137,2.99
Day,2022-03-17,176,2.99
Day,2022-03-17,230,2.99
Day,2022-03-17,287,2.99
Day,2022-03-17,368,2.99
Day,2022-03-17,423,2.99
Day,2022-03-17,425,2.99
Day,2022-03-17,440,2.99
Day,2022-03-17,528,2.99
Day,2022-03-17,562,2.99
Day,2022-03-17,67,2.99
Day,2022-03-17,158,2.99
Day,2022-03-17,237,2.99
Day,2022-03-17,278,2.99
Day,2022-03-17,391,2.99
Day,2022-03-17,503,2.99
Day,2022-03-17,537,2.99
Day,2022-03-17,595,2.99
Day,2022-04-19,10,2.99
Day,2022-04-19,28,2.99
Day,2022-04-19,109,2.99
Day,2022-04-19,125,2.99
Day,2022-04-19,198,2.99
Day,2022-04-19,300,2.99
Day,2022-04-19,308,2.99
Day,2022-04-19,349,2.99
Day,2022-04-19,394,2.99
Day,2022-04-19,398,2.99
Day,2022-04-19,431,2.99
Day,2022-04-19,446,2.99
Day,2022-04-19,455,2.99
Day,2022-04-19,503,2.99
Day,2022-04-19,107,2.99
Day,2022-04-19,256,2.99
Day,2022-04-19,257,2.99
Day,2022-04-19,315,2.99
Day,2022-04-19,424,2.99
Day,2022-04-19,482,2.99
Day,2022-04-19,520,2.99
Day,2022-07-09,4,2.99
Day,2022-07-09,7,2.99
Day,2022-07-09,128,2.99
Day,2022-07-09,215,2.99
Day,2022-07-09,350,2.99
Day,2022-07-09,519,2.99
Day,2022-07-09,520,2.99
Day,2022-07-09,565,2.99
Day,2022-07-09,8,2.99
Day,2022-07-09,168,2.99
Day,2022-07-09,190,2.99
Day,2022-07-09,274,2.99
Day,2022-07-09,300,2.99
Day,2022-07-09,313,2.99
Day,2022-03-07,56,2.99
Day,2022-03-07,106,2.99
Day,2022-03-07,147,2.99
Day,2022-03-07,158,2.99
Day,2022-03-07,178,2.99
Day,2022-03-07,408,2.99
Day,2022-03-07,417,2.99
Day,2022-03-07,470,2.99
Day,2022-03-07,512,2.99
Day,2022-03-07,28,2.99
Day,2022-03-07,112,2.99
Day,2022-03-07,115,2.99
Day,2022-03-07,214,2.99
Day,2022-03-07,445,2.99
Day,2022-03-25,105,2.99
Day,2022-03-25,117,2.99
Day,2022-03-25,141,2.99
Day,2022-03-25,157,2.99
Day,2022-03-25,424,2.99
Day,2022-03-25,545,2.99
Day,2022-03-25,574,2.99
Day,2022-03-25,82,2.99
Day,2022-03-25,138,2.99
Day,2022-03-25,273,2.99
Day,2022-03-25,347,2.99
Day,2022-03-25,444,2.99
Day,2022-03-25,461,2.99
Day,2022-05-10,265,2.99
Day,2022-05-10,347,2.99
Day,2022-05-10,423,2.99
Day,2022-05-10,506,2.99
Day,2022-05-10,573,2.99
Day,2022-05-10,18,2.99
Day,2022-05-10,61,2.99
Day,2022-05-10,112,2.99
Day,2022-05-10,144,2.99
Day,2022-05-10,173,2.99
Day,2022-05-10,185,2.99
Day,2022-05-10,229,2.99
Day,2022-05-10,243,2.99
Day,2022-05-10,425,2.99
Day,2022-05-10,498,2.99
Day,2022-05-10,550,2.99
Day,2022-02-26,87,2.99
Day,2022-02-26,224,2.99
Day,2022-02-26,338,2.99
Day,2022-02-26,372,2.99
Day,2022-02-26,436,2.99
Day,2022-02-26,58,2.99
Day,2022-02-26,73,2.99
Day,2022-02-26,116,2.99
Day,2022-02-26,260,2.99
Day,2022-02-26,271,2.99
Day,2022-02-26,384,2.99
Day,2022-02-26,425,2.99
Day,2022-02-26,449,2.99
Day,2022-02-26,581,2.99
Day,2022-03-10,18,2.99
Day,2022-03-10,110,2.99
Day,2022-03-10,255,2.99
Day,2022-03-10,286,2.99
Day,2022-03-10,287,2.99
Day,2022-03-10,317,2.99
Day,2022-03-10,372,2.99
Day,2022-03-10,378,2.99
Day,2022-03-10,416,2.99
Day,2022-03-10,493,2.99
Day,2022-03-10,497,2.99
Day,2022-03-10,500,2.99
Day,2022-03-10,561,2.99
Day,2022-03-10,7,2.99
Day,2022-03-10,111,2.99
Day,2022-03-10,130,2.99
Day,2022-03-10,133,2.99
Day,2022-03-10,141,2.99
Day,2022-03-10,188,2.99
Day,2022-03-10,308,2.99
Day,2022-03-10,323,2.99
Day,2022-03-10,415,2.99
Day,2022-03-10,483,2.99
Day,2022-06-23,139,2.99
Day,2022-06-23,197,2.99
Day,2022-06-23,231,2.99
Day,2022-06-23,251,2.99
Day,2022-06-23,569,2.99
Day,2022-06-23,60,2.99
Day,2022-06-23,94,2.99
Day,2022-06-23,147,2.99
Day,2022-06-23,259,2.99
Day,2022-06-23,285,2.99
Day,2022-06-23,326,2.99
Day,2022-06-23,438,2.99
Day,2022-06-23,553,2.99
Day,2022-06-23,595,2.99
Day,2022-05-18,17,2.99
Day,2022-05-18,67,2.99
Day,2022-05-18,254,2.99
Day,2022-05-18,274,2.99
Day,2022-05-18,324,2.99
Day,2022-05-18,385,2.99
Day,2022-05-18,439,2.99
Day,2022-05-18,581,2.99
Day,2022-05-18,185,2.99
Day,2022-05-18,211,2.99
Day,2022-05-18,273,2.99
Day,2022-05-18,436,2.99
Day,2022-05-18,580,2.99
Day,2022-01-30,68,2.99
Day,2022-01-30,72,2.99
Day,2022-01-30,90,2.99
Day,2022-01-30,112,2.99
Day,2022-01-30,190,2.99
Day,2022-01-30,199,2.99
Day,2022-01-30,202,2.99
Day,2022-01-30,303,2.99
Day,2022-01-30,411,2.99
Day,2022-01-30,422,2.99
Day,2022-01-30,568,2.99
Day,2022-01-30,12,2.99
Day,2022-01-30,30,2.99
Day,2022-01-30,50,2.99
Day,2022-01-30,220,2.99
Day,2022-01-30,296,2.99
Day,2022-01-30,466,2.99
Day,2022-07-02,170,2.99
Day,2022-07-02,174,2.99
Day,2022-07-02,199,2.99
Day,2022-07-02,296,2.99
Day,2022-07-02,338,2.99
Day,2022-07-02,386,2.99
Day,2022-07-02,505,2.99
Day,2022-07-02,507,2.99
Day,2022-07-02,108,2.99
Day,2022-07-02,150,2.99
Day,2022-07-02,158,2.99
Day,2022-07-02,292,2.99
Day,2022-07-02,384,2.99
Day,2022-07-02,393,2.99
Day,2022-07-02,401,2.99
Day,2022-07-02,426,2.99
Day,2022-07-02,506,2.99
Day,2022-07-02,569,2.99
Day,2022-05-29,69,2.99
Day,2022-05-29,240,2.99
Day,2022-05-29,341,2.99
Day,2022-05-29,447,2.99
Day,2022-05-29,533,2.99
Day,2022-05-29,559,2.99
Day,2022-05-29,582,2.99
Day,2022-05-29,15,2.99
Day,2022-05-29,38,2.99
Day,2022-05-29,59,2.99
Day,2022-05-29,209,2.99
Day,2022-05-29,305,2.99
Day,2022-05-29,316,2.99
Day,2022-05-29,340,2.99
Day,2022-05-29,515,2.99
Day,2022-05-29,591,2.99
Day,2022-04-16,63,2.99
Day,2022-04-16,137,2.99
Day,2022-04-16,203,2.99
Day,2022-04-16,236,2.99
Day,2022-04-16,238,2.99
Day,2022-04-16,242,2.99
Day,2022-04-16,307,2.99
Day,2022-04-16,443,2.99
Day,2022-04-16,471,2.99
Day,2022-04-16,32,2.99
Day,2022-04-16,50,2.99
Day,2022-04-16,113,2.99
Day,2022-04-16,123,2.99
Day,2022-04-16,202,2.99
Day,2022-04-16,233,2.99
Day,2022-04-16,245,2.99
Day,2022-04-16,260,2.99
Day,2022-04-16,300,2.99
Day,2022-04-16,445,2.99
Day,2022-04-16,449,2.99
Day,2022-04-16,466,2.99
Day,2022-06-25,19,2.99
Day,2022-06-25,308,2.99
Day,2022-06-25,464,2.99
Day,2022-06-25,36,2.99
Day,2022-06-25,57,2.99
Day,2022-06-25,97,2.99
Day,2022-06-25,180,2.99
Day,2022-06-25,284,2.99
Day,2022-06-25,417,2.99
Day,2022-06-25,441,2.99
Day,2022-06-25,544,2.99
Day,2022-06-25,563,2.99
Day,2022-06-24,17,2.99
Day,2022-06-24,294,2.99
Day,2022-06-24,361,2.99
Day,2022-06-24,391,2.99
Day,2022-06-24,442,2.99
Day,2022-06-24,24,2.99
Day,2022-06-24,151,2.99
Day,2022-06-24,204,2.99
Day,2022-06-24,257,2.99
Day,2022-06-24,268,2.99
Day,2022-06-24,274,2.99
Day,2022-06-24,287,2.99
Day,2022-06-24,343,2.99
Day,2022-06-24,509,2.99
Day,2022-03-12,291,2.99
Day,2022-03-12,366,2.99
Day,2022-03-12,577,2.99
Day,2022-03-12,77,2.99
Day,2022-03-12,88,2.99
Day,2022-03-12,89,2.99
Day,2022-03-12,125,2.99
Day,2022-03-12,129,2.99
Day,2022-03-12,339,2.99
Day,2022-03-12,388,2.99
Day,2022-03-12,544,2.99
Day,2022-07-16,113,2.99
Day,2022-07-16,127,2.99
Day,2022-07-16,130,2.99
Day,2022-07-16,282,2.99
Day,2022-07-16,539,2.99
Day,2022-07-16,554,2.99
Day,2022-07-16,25,2.99
Day,2022-07-16,160,2.99
Day,2022-07-16,200,2.99
Day,2022-07-16,251,2.99
Day,2022-07-16,259,2.99
Day,2022-07-16,313,2.99
Day,2022-07-16,434,2.99
Day,2022-07-16,473,2.99
Day,2022-07-20,100,2.99
Day,2022-07-20,198,2.99
Day,2022-07-20,215,2.99
Day,2022-07-20,245,2.99
Day,2022-07-20,276,2.99
Day,2022-07-20,313,2.99
Day,2022-07-20,336,2.99
Day,2022-07-20,400,2.99
Day,2022-07-20,69,2.99
Day,2022-07-20,96,2.99
Day,2022-07-20,107,2.99
Day,2022-07-20,111,2.99
